,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교육기관명,과정명,교육시작일자,교육종료일자,교육일수,교육시간,교육장소,온라인/오프라인,강사명,내일배움카드 필요 유뮤,수강료 지원금,자비부담금,수강료 합계,지원혜택,,훈련목표,커리큘럼,,,,,,,,,,지원자격,,선발절차,,,,훈련시설 및 장비,,,프로젝트,,,,,취업지원서비스,,,
그린컴퓨터아트학원,클라우드를 활용한 자바 스프링 백엔드 개발자 양성과정,20251229,20260706,122,970,충북 청주시 서원구,,,유, 9208210 , 0 ," 9,208,210 ",,,,심화,기본,심화,기본,기본,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
쌍용강북교육센터,AWS & CI/CD 기반 Java 클라우드 Full-Stack 개발자 양성과정,20251229,20260724,140,1120,서울 마포구,,,유, 10632160 , 0 ," 10,632,160 ",,,,기본,심화,기본,기본,기본,기본,없음,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
패스트캠퍼스강남학원,데이터 분석 부트캠프,20251229,20260409,69,670,서울 강남구,,,유, 12160500 , 0 ," 12,160,500 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
패스트캠퍼스강남학원,재직자_INNER CIRCLE : 기획/디자인 Course,20251229,20260418,60,256,서울 강남구,,,유, 4646400 , 0 ," 4,646,400 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
윤성컴퓨터디자인DX아카데미,AWS 활용 자바 풀스택 개발자 양성,20251229,20260701,125,1000,대구 중구,,,유, 9477000 , 0 ," 9,477,000 ",,,,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
넥스트러너스평생교육시설,초격차 캠프 백엔드 코스,20251229,20260626,120,960,서울 서초구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
한국직업전문학교,"AI 서비스 개발자 (Search, 객체탐지, 판독)",20251229,20260624,120,960,서울 구로구,,,유, 9113280 , 0 ," 9,113,280 ",,,,심화,심화,심화,기본,심화,기본,기본,기본,심화,기본,,,,,,,, O ,,,,,,,,,,
하이미디어컴퓨터디자인학원,"자바(파이썬) Full-Stack 개발자 양성 과정(Spring Boot기반의 React,JS활용)",20251229,20260625,120,960,경기 고양시 일산동구,,,유, 9113280 , 0 ," 9,113,280 ",,,,기본,심화,기본,심화,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
경북산업직업전문학교,클라우드 시스템 운영관리자,20251229,20260806,144,1000,대구 동구,,,유, 9493000 , 0 ," 9,493,000 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
메가HRD센터평생교육시설,AI 활용 웹서비스 개발,20251229,20260626,121,962,서울 강남구,,,유, 9132260 , 0 ," 9,132,260 ",,,,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
멀티캠퍼스,데이터 분석가 부트캠프(AI 활용),20251229,20260528,99,792,서울 강남구,,,유, 14374800 , 0 ," 14,374,800 ",,,,기본,기본,기본,기본,기본,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
에듀윌 국비교육원 부평센터,LLM 기반 반응형 웹&인터랙티브 UI/UX 퍼블리싱 과정,20251229,20260626,120,960,인천 부평구,,,유, 9113280 , 0 ," 9,113,280 ",,,,기본,심화,기본,심화,심화,심화,심화,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
(주)모두의연구소,AI 기반 지능형 서비스 개발 전문가 과정,20251229,20260626,120,840,서울 강남구,,,유, 15246000 , 0 ," 15,246,000 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,심화,기본,,,,,,,, O ,,,,,,,,,,
패스트캠퍼스강남학원,재직자_INNER CIRCLE : Business Analyst(데이터 분석) Course,20251229,20260413,43,204,서울 강남구,,,유, 3702600 , 0 ," 3,702,600 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
팀스파르타주식회사,생성형 AI 기반 그래픽 디자이너 양성 과정,20251229,20260526,100,1000,서울 강남구,,,유, 18150000 , 0 ," 18,150,000 ",,,,심화,기본,심화,기본,기본,기본,기본,기본,심화,기본,,,,,,,, O ,,,,,,,,,,
경영기술개발원교육센터주식회사,클라우드활용 자바 풀스택개발자,20251229,20260616,113,904,서울 구로구,,,유, 8581670 , 0 ," 8,581,670 ",,,,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
대한상공회의소,[키움] 디지털 아카데미,20251229,20260416,72,568,서울 중구,,,유, 10309200 , 0 ," 10,309,200 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)그렙,"타입스크립트로 함께하는 웹 풀 사이클 개발(React, Node.js)",20251230,20260619,112,875,서울 서초구,,,유, 15881250 , 0 ," 15,881,250 ",,,,심화,심화,기본,심화,기본,기본,심화,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
한국표준협회,LG전자 DX School,20251230,20260626,121,992,서울 서대문구,,,유, 18004800 , 0 ," 18,004,800 ",,,,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
주식회사멋쟁이사자처럼,기업 참여형 실무 중심 웹 프론트엔드 엔지니어 부트캠프,20251230,20260708,115,920,서울 종로구,,,유, 16698000 , 0 ," 16,698,000 ",,,,기본,기본,기본,없음,기본,없음,없음,없음,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)그렙,프로그래머스 데브코스: 생성형 AI활용 백엔드 개발,20251230,20260702,121,960,서울 서초구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
더조은컴퓨터학원,"심화_생성형 AI·클라우드 풀스택(리액트, 리덕스, JPA, Django) 아키텍처 단기 프로젝트 멘토링 트랙",20251230,20260305,43,344,서울 구로구,,,유, 5024464 , 0 ," 5,024,464 ",,,,기본,심화,기본,심화,심화,기본,심화,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
시사IT아카데미평생교육원,클라우드기반 AI활용 웹서비스 자바풀스택 실무과정,20251230,20260723,140,1120,서울 강남구,,,유, 10614240 , 0 ," 10,614,240 ",,,,기본,심화,기본,기본,심화,기본,없음,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
코드잇 평생교육원,AI 활용 데이터 분석가 부트캠프,20251230,20260729,139,1250,서울 강남구,,,유, 22687500 , 0 ," 22,687,500 ",,,,기본,기본,기본,기본,기본,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
코드잇 평생교육원,AWS 활용 Spring 백엔드 개발자 실무 부트캠프,20251230,20260729,139,1250,서울 강남구,,,유, 22687500 , 0 ," 22,687,500 ",,,,기본,기본,심화,기본,기본,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)알파코,[End-to-End] AI 개발자 마스터 과정,20251230,20260707,126,992,서울 성동구,,,유, 9417050 , 0 ," 9,417,050 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
(주)천재교육,에듀테크 풀스택 AI 개발자 양성(Java),20251230,20260709,121,960,서울 금천구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)글로벌아카데미(구.글로벌직업전문학교),"차세대 AI 예측 Solution 개발(Java, Python)",20251230,20260629,120,960,경기 화성시,,,유, 9097920 , 0 ," 9,097,920 ",,,,기본,심화,심화,기본,심화,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
넥스트러너스평생교육시설,[스마트훈련][스타트업트랙] IT 스타트업 실무형 사업 개발자(BD) 부트캠프,20251230,20260507,86,688,서울 서초구,,,유, 12487200 , 0 ," 12,487,200 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)그렙,데이터분석 데브코스,20251230,20260421,73,564,서울 서초구,,,유, 10236600 , 0 ," 10,236,600 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
코드잇 평생교육원,"딥러닝 모델(자연어처리, 컴퓨터비전) 기반 AI 엔지니어 부트캠프",20251230,20260730,139,1250,서울 강남구,,,유, 22687500 , 0 ," 22,687,500 ",,,,심화,심화,심화,기본,심화,심화,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
유비온디지털교육센터,융합_빅데이터를 활용한 디지털금융 전문가,20251230,20260618,113,898,서울 구로구,,,유, 16298700 , 0 ," 16,298,700 ",,,,기본,기본,심화,기본,심화,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
코드잇 평생교육원,생성형 AI 활용 IT 스타트업 사업개발자 실무 부트캠프,20251230,20260716,131,1170,서울 강남구,,,유, 21235500 , 0 ," 21,235,500 ",,,,기본,기본,기본,기본,심화,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)천재교육,에듀테크 상품서비스 PM(프로덕트매니저) 양성,20251230,20260709,121,960,서울 금천구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,기본,심화,기본,심화,심화,심화,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
대한상공회의소,[우리FIS 아카데미] AI 엔지니어링,20251230,20260625,120,960,서울 중구,,,유, 17424000 , 0 ," 17,424,000 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
대한상공회의소,[우리FIS 아카데미] 클라우드 엔지니어링,20251230,20260625,120,960,서울 중구,,,유, 17424000 , 0 ," 17,424,000 ",,,,심화,심화,심화,기본,심화,심화,기본,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
솔데스크강남학원,챗GPT를 활용한 자바(JAVA) 스프링 및 데이터 분석 시스템기반 웹 플랫폼 구축 과정,20251230,20260826,144,1040,서울 강남구,,,유, 9872720 , 0 ," 9,872,720 ",,,,심화,심화,심화,심화,기본,심화,심화,기본,심화,기본,,,,,,,, O ,,,,,,,,,,
케이지에듀원 아이티뱅크종로학원,[K-디지털] 생성형 AI 기반 서비스 개발자 양성,20251230,20260618,113,900,서울 종로구,,,유, 8543700 , 0 ," 8,543,700 ",,,,심화,심화,심화,기본,기본,기본,심화,기본,심화,기본,,,,,,,, O ,,,,,,,,,,
(주)이스트소프트,"[이스트캠프]오르미 백엔드 개발(Java, Spring, JPA)",20251231,20260520,91,728,서울 서초구,,,유, 13213200 , 0 ," 13,213,200 ",,,,심화,기본,심화,기본,심화,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)원주문화방송,AI를 활용한 유니티 기반 실감형콘텐츠(디지털트윈) 개발자 양성과정,20251231,20260717,126,1008,강원 원주시,,,유, 18295200 , 0 ," 18,295,200 ",,,,심화,기본,기본,기본,심화,심화,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
한국지능형교통체계협회,[대보정보통신] AI-X 스마트 교통 및 인프라 유지관리 아카데미,20251231,20260701,123,984,경기 수원시 팔달구,,,유, 17859600 , 0 ," 17,859,600 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
부산예일직업전문학교,[K-디지털]언리얼엔진을 활용한 실감형 가상현실콘텐츠개발,20251231,20260703,125,1120,부산 부산진구,,,유, 10632160 , 0 ," 10,632,160 ",,,,심화,기본,기본,기본,심화,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
부산IT교육센터,[K디지털]스마트웹기반 콘텐츠기획과 UXUI디자인 및 웹&앱제작,20251231,20260706,128,930,부산 부산진구,,,유, 8813610 , 0 ," 8,813,610 ",,,,기본,심화,기본,심화,심화,심화,심화,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
이젠아카데미DX교육센터,UXUI디자인 웹 프론트엔드개발 부트캠프(생성형AI 활용/피그마),20251231,20260605,107,960,서울 서초구,,,유, 9113280 , 0 ," 9,113,280 ",,,,심화,기본,기본,없음,기본,없음,없음,없음,기본,심화,,,,,,,, O ,,,,,,,,,,
윤성컴퓨터디자인아카데미,"블렌더활용 VR 실감형콘텐츠(그래픽, 영상)",20251231,20260702,127,1004,대구 달서구,,,유, 9530970 , 0 ," 9,530,970 ",,,,기본,없음,없음,없음,심화,없음,심화,기본,없음,심화,,,,,,,, O ,,,,,,,,,,
한국정보교육원(구.경원직업전문학교),HIWARE로 완성하는 클라우드 IT 인프라 보안 엔지니어 양성,20251231,20260629,120,960,서울 관악구,,,유, 9097920 , 0 ," 9,097,920 ",,,,심화,기본,심화,기본,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)우리인재개발원,"AWS기반 HyperAutomation융합 웹서비스플랫폼개발(JAVA,Python,RPA)",20251231,20260626,120,960,경기 부천시,,,유, 9097920 , 0 ," 9,097,920 ",,,,심화,기본,기본,기본,기본,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
시사IT아카데미평생교육원,생성형 AI와 프롬프트를 활용한 자바 응용개발자 양성과정,20251231,20260805,148,1182,서울 강남구,,,유, 11220720 , 0 ," 11,220,720 ",,,,심화,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
아이티윌 부산교육센터,심화_Spring Boot & AWS 클라우드 기반 백엔드 실무 프로젝트 부트캠프,20260105,20260313,46,348,부산 부산진구,,,유, 5082880 , 0 ," 5,082,880 ",,,,기본,기본,심화,기본,기본,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
부산대학교산학협력단,AI 데이터 분석 풀스택 웹 개발자 양성과정,20260105,20260709,125,1000,부산 금정구,,,유, 9493000 , 0 ," 9,493,000 ",,,,기본,심화,심화,기본,심화,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
아이티윌 부산교육센터,"ChatGPT 활용 금융서비스 백엔드(자바, 스프링) 개발자",20260105,20260701,120,960,부산 부산진구,,,유, 9113280 , 0 ," 9,113,280 ",,,,심화,기본,심화,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
글로벌산업기술교육원,"자율비행 드론 설계 및 제작(솔리드웍스,카티아,3D프린터,제어)",20260108,20260710,125,1000,서울 금천구,,,유, 18150000 , 0 ," 18,150,000 ",,,,기본,심화,심화,기본,없음,없음,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
팀스파르타주식회사,사업주_조직 관리를 위한 생성형 AI 활용 리더십 교육과정,20260112,20260125,10,40,서울 강남구,,,유, 726000 , 0 ," 726,000 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
주식회사원티드랩,프로그래밍 기반 얼라인 프로젝트,20260112,20260708,120,960,서울 송파구,,,유, 17424000 , 0 ," 17,424,000 ",,,,심화,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
대한상공회의소,융합_[NS홈쇼핑] 디지털 콘텐츠 버추얼 프로덕션 전문가 과정(아티스트),20260112,20260623,110,880,서울 중구,,,유, 15972000 , 0 ," 15,972,000 ",,,,기본,없음,없음,없음,심화,없음,심화,기본,없음,심화,,,,,,,, O ,,,,,,,,,,
아시아경제 교육센터,빅데이터 분석 기반 AI서비스 기획&개발 부트캠프,20260113,20260512,75,596,서울 중구,,,유, 5657820 , 0 ," 5,657,820 ",,,,기본,기본,심화,기본,심화,심화,심화,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
한국표준협회,스마트 국방 데이터 분석 과정(한화에어로스페이스),20260115,20260716,120,960,서울 강남구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
미래경영교육원,[생성형AI 기반] Spring Boot & AI 융합 지능형 백엔드 개발자 과정,20260119,20261002,176,1408,대구 중구,,,유, 13366140 , 0 ," 13,366,140 ",,,,기본,기본,심화,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
주식회사원티드랩,(포텐업) 알고리즘을 활용한 네트워크 RPG 게임제작,20260119,20260715,120,960,서울 송파구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
코드랩아카데미학원,재직자_AI Multi-Agent 서비스 실전프로젝트,20260119,20260326,45,180,서울 금천구,,,유, 3267000 , 0 ," 3,267,000 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,심화,기본,,,,,,,, O ,,,,,,,,,,
팀스파르타주식회사,재직자_BI를 위한 데이터 분석 자동화,20260119,20260321,40,160,서울 강남구,,,유, 2904000 , 0 ," 2,904,000 ",,,,기본,기본,기본,기본,기본,기본,기본,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)우리인재개발원,심화_AI기반 지능형 솔루션 개발 과정,20260119,20260317,40,320,경기 부천시,,,유, 4673920 , 0 ," 4,673,920 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
한국IT교육원,융합_AI 미래형모빌리티(로봇·ADAS),20260119,20260722,129,980,대구 동구,,,유, 9303140 , 0 ," 9,303,140 ",,,,심화,기본,기본,기본,심화,기본,심화,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
대한상공회의소부산인력개발원,융합_AIoT 반도체설계 Academy,20260119,20260814,138,960,부산 동구,,,유, 17424000 , 0 ," 17,424,000 ",,,,심화,기본,심화,기본,없음,없음,없음,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
이젠아카데미컴퓨터학원,"로보틱스 메타팩토리 부트캠프(카티아,디지털트윈)",20260120,20260715,120,1080,인천 남동구,,,유, 10305360 , 0 ," 10,305,360 ",,,,기본,없음,기본,기본,없음,심화,없음,없음,심화,심화,,,,,,,, O ,,,,,,,,,,
아이티윌,빅데이터를 활용한 오라클 데이터 전문가 부트캠프,20260120,20260618,101,808,서울 강남구,,,유, 7670340 , 0 ," 7,670,340 ",,,,기본,기본,심화,기본,심화,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
KH정보교육원 부산지원,빅데이터 기반(파이썬·자바·웹) 엘라스틱 검색엔진 개발자,20260121,20260716,120,960,부산 부산진구,,,유, 9113280 , 0 ," 9,113,280 ",,,,심화,기본,기본,심화,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)그렙,프로그래머스 데브코스: 클라우드 기반 프론트엔드 엔지니어링,20260128,20260707,107,848,서울 서초구,,,유, 15391200 , 0 ," 15,391,200 ",,,,기본,기본,기본,없음,기본,없음,없음,없음,기본,심화,,,,,,,, O ,,,,,,,,,,
한국전파진흥협회,(현대로템) K-방산 AI모델 개발과정,20260128,20260728,120,960,서울 강남구,,,유, 17424000 , 0 ," 17,424,000 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
대한상공회의소인천인력개발원,로봇활용 첨단 생산시스템 전문가 양성,20260202,20260820,132,923,인천 남동구,,,유, 16752450 , 0 ," 16,752,450 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
